<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
06.10.2020,14:12:00,114557,115261,108082,110593,96
06.10.2020,14:13:00,111260,115102,107998,109395,41
06.10.2020,14:14:00,110659,115225,107991,111404,56
06.10.2020,14:15:00,115187,115187,107971,109748,10
06.10.2020,14:16:00,112440,115050,107935,111648,77
06.10.2020,14:17:00,112283,115290,108020,109803,62
06.10.2020,14:18:00,111311,115291,108052,113677,33
06.10.2020,14:19:00,108300,115174,108058,112242,94
06.10.2020,14:20:00,114679,114885,107947,110926,46
06.10.2020,14:21:00,111459,115272,107983,114563,80
06.10.2020,14:22:00,107937,115289,107937,108267,1
06.10.2020,14:23:00,110440,115227,107932,115217,52
06.10.2020,14:24:00,114760,115181,108076,112649,64
06.10.2020,14:25:00,108845,115200,107952,111947,1
06.10.2020,14:26:00,114989,115152,107959,110653,4
06.10.2020,14:27:00,108943,115284,108339,115261,56
06.10.2020,14:28:00,114333,114992,107909,110136,78
06.10.2020,14:29:00,112772,115141,108245,114776,3
06.10.2020,14:30:00,113080,115133,107904,111238,56
06.10.2020,14:31:00,114910,115219,108236,110012,7
06.10.2020,14:32:00,111133,114826,107939,111180,52
06.10.2020,14:33:00,108398,115123,108290,112099,8
06.10.2020,14:34:00,111024,115214,108034,112319,7
06.10.2020,14:35:00,110292,115169,108172,114975,74
06.10.2020,14:36:00,114465,115181,107912,108961,30
06.10.2020,14:37:00,108450,115285,107953,113683,55
06.10.2020,14:38:00,112160,115134,107907,111201,41
06.10.2020,14:39:00,115044,115247,107922,111460,44
06.10.2020,14:40:00,110393,115249,107920,114444,89
06.10.2020,14:41:00,114899,115262,108090,112989,7
06.10.2020,14:42:00,109312,115255,107906,110030,49
06.10.2020,14:43:00,114638,115174,107911,108203,88
06.10.2020,14:44:00,113471,115274,108013,108523,38
06.10.2020,14:45:00,110561,115121,107902,113794,80
06.10.2020,14:46:00,112356,115099,108178,113068,30
06.10.2020,14:47:00,108871,115018,108049,110184,83
06.10.2020,14:48:00,113520,114936,107986,112983,37
06.10.2020,14:50:00,108467,115275,108076,108682,51
06.10.2020,14:51:00,108625,115276,108040,109584,40
06.10.2020,14:52:00,113749,114985,107999,108933,31
06.10.2020,14:53:00,110432,115072,107900,110135,9
06.10.2020,14:54:00,109166,115220,107902,109563,97
06.10.2020,14:55:00,112620,115058,108032,113771,20
06.10.2020,14:56:00,112668,115134,107908,110079,34
06.10.2020,14:57:00,109129,114625,108335,110366,52
06.10.2020,14:58:00,109148,115168,108060,111630,65
06.10.2020,14:59:00,115186,115240,108029,112765,82
06.10.2020,15:00:00,111606,115250,107928,113612,20
06.10.2020,15:01:00,108325,115283,108061,111210,25
06.10.2020,15:02:00,113341,115228,108296,108570,17
06.10.2020,15:03:00,113849,115028,107908,110016,90
06.10.2020,15:04:00,109044,115294,107985,111960,65
06.10.2020,15:05:00,115014,115014,108176,109726,87
06.10.2020,15:06:00,113810,115121,108070,108621,29
06.10.2020,15:07:00,109105,114763,108058,111426,54
06.10.2020,15:08:00,111236,114999,107937,114539,52
06.10.2020,15:09:00,108187,115206,107957,111411,88
06.10.2020,15:10:00,108051,115225,107914,114296,65
06.10.2020,15:11:00,113826,115128,107964,114685,32
06.10.2020,15:12:00,108951,115124,108023,113450,19
06.10.2020,15:13:00,109910,115299,107978,114112,86
06.10.2020,15:14:00,108462,115075,107990,112833,38
06.10.2020,15:15:00,112542,115183,108042,111330,63
06.10.2020,15:17:00,110249,115069,107941,109099,43
06.10.2020,15:18:00,112241,115274,108209,108926,39
06.10.2020,15:19:00,110137,115144,108027,109341,85
06.10.2020,15:20:00,115212,115212,108353,109745,39
06.10.2020,15:21:00,110533,115146,107923,113760,78
06.10.2020,15:22:00,113463,115278,108031,114489,82
06.10.2020,15:23:00,109672,115234,107992,113974,61
06.10.2020,15:24:00,109082,115232,108105,111260,56
06.10.2020,15:25:00,114465,115108,107913,114989,72
06.10.2020,15:26:00,109605,115221,108164,108194,94
06.10.2020,15:27:00,113869,115178,107933,112684,7
06.10.2020,15:28:00,113298,115132,108034,111648,39
06.10.2020,15:29:00,114722,115258,108026,114103,50
06.10.2020,15:30:00,110403,115177,108033,113323,31
06.10.2020,15:31:00,111080,115282,108080,112003,48
06.10.2020,15:32:00,109108,115242,108066,109335,10
06.10.2020,15:33:00,111305,115191,107917,110736,11
06.10.2020,15:34:00,113762,115221,107951,114349,63
06.10.2020,15:35:00,112676,115200,107990,108492,28
06.10.2020,15:36:00,108897,115231,107989,108695,15
06.10.2020,15:37:00,108478,115234,107938,112095,65
06.10.2020,15:38:00,114930,115178,108005,112174,49
06.10.2020,15:39:00,110157,115114,108009,110808,15
06.10.2020,15:40:00,114493,115267,107946,111697,71
06.10.2020,15:41:00,108054,114732,107907,110968,58
06.10.2020,15:42:00,110624,115176,108018,108392,40
06.10.2020,15:43:00,110982,115216,108093,112599,41
06.10.2020,15:44:00,109273,114853,108171,111168,49
06.10.2020,15:45:00,109752,115211,107931,110604,88
06.10.2020,15:46:00,114739,115293,107902,110562,90
06.10.2020,15:47:00,108631,115286,107912,112925,95
06.10.2020,15:48:00,111707,115137,108045,110926,6
06.10.2020,15:49:00,112099,115205,107964,110663,84
06.10.2020,15:50:00,109553,115292,107922,111529,21
06.10.2020,15:51:00,114490,115259,107923,108437,45
06.10.2020,15:52:00,110524,115210,107997,110847,38
06.10.2020,15:53:00,109709,115208,108146,110974,27
06.10.2020,15:54:00,114873,114873,108062,112229,81
06.10.2020,15:55:00,113614,115270,108067,114403,9
06.10.2020,15:56:00,111243,115198,107966,108642,27
06.10.2020,15:57:00,112485,115036,108081,109647,74
06.10.2020,15:58:00,111703,115279,107953,113974,3
06.10.2020,15:59:00,109688,115084,108020,110772,46
06.10.2020,16:00:00,108381,115249,108041,115249,34
06.10.2020,16:01:00,110551,115130,107937,110354,31
06.10.2020,16:02:00,111621,115118,108042,113362,56
06.10.2020,16:03:00,113600,115227,107977,112856,8
06.10.2020,16:04:00,112441,115295,108163,108697,37
06.10.2020,16:05:00,108958,115261,108063,108595,64
06.10.2020,16:06:00,111289,115256,107966,113029,71
06.10.2020,16:07:00,113956,115219,108007,111357,91
06.10.2020,16:08:00,110640,115198,108076,112726,6
06.10.2020,16:09:00,114419,115243,107917,112183,38
06.10.2020,16:10:00,114288,115088,108000,110298,37
06.10.2020,16:11:00,110983,115225,108134,114719,91
06.10.2020,16:12:00,109860,115220,107939,114229,69
06.10.2020,16:13:00,114565,115298,107949,114149,44
06.10.2020,16:14:00,113344,115061,108015,108831,43
06.10.2020,16:15:00,111591,115218,107909,112304,71
06.10.2020,16:16:00,112971,115236,107901,111885,98
06.10.2020,16:17:00,113280,115244,108023,110501,26
06.10.2020,16:18:00,111362,115194,107941,108533,15
06.10.2020,16:19:00,108369,115190,108060,110781,61
06.10.2020,16:20:00,108874,115237,107993,111311,30
06.10.2020,16:21:00,110849,115298,107938,112195,37
06.10.2020,16:22:00,109817,115187,108049,113199,51
06.10.2020,16:23:00,113157,115295,107940,108665,93
06.10.2020,16:24:00,113854,115229,107931,110510,66
06.10.2020,16:25:00,112922,115269,107936,113735,2
06.10.2020,16:26:00,115173,115230,108034,108034,10
06.10.2020,16:27:00,112714,115220,108005,110466,59
06.10.2020,16:28:00,112763,114902,108087,112117,55
06.10.2020,16:29:00,110635,115292,107940,115118,20
06.10.2020,16:30:00,111055,115197,108002,110536,95
06.10.2020,16:31:00,110819,115248,107987,110160,88
06.10.2020,16:32:00,111160,115186,108039,108089,15
06.10.2020,16:33:00,108572,115298,108147,112261,84
06.10.2020,16:34:00,113916,115103,107949,113617,93
06.10.2020,16:35:00,109759,115194,107956,111832,50
06.10.2020,16:36:00,115029,115029,108165,112659,33
06.10.2020,16:37:00,108852,115290,108239,111942,46
06.10.2020,16:38:00,114551,115261,107913,115261,82
06.10.2020,16:39:00,110580,115186,108303,110184,55
06.10.2020,16:40:00,114820,115210,108258,108665,55
06.10.2020,16:41:00,111826,115225,108133,113340,38
06.10.2020,16:42:00,114014,115139,108380,108394,17
06.10.2020,16:43:00,109328,115191,107915,109971,25
06.10.2020,16:44:00,110468,115291,107921,110941,89
06.10.2020,16:45:00,111804,115082,107905,108247,70
06.10.2020,16:46:00,115175,115275,107997,109751,60
06.10.2020,16:47:00,108351,115296,107978,109618,59
06.10.2020,16:48:00,112027,115175,107976,111424,9
06.10.2020,16:49:00,114106,115124,108098,113688,6
06.10.2020,16:50:00,114318,115227,108074,110128,35
06.10.2020,16:51:00,110122,115248,108367,113232,30
06.10.2020,16:52:00,112415,115059,108099,113317,59
06.10.2020,16:53:00,113273,115161,107906,111548,87
06.10.2020,16:54:00,112475,115200,108170,108612,38
06.10.2020,16:55:00,109751,115166,108098,109889,63
06.10.2020,16:56:00,110861,115061,108004,112578,18
06.10.2020,16:57:00,111822,115173,107935,108355,51
06.10.2020,16:58:00,114943,115258,107912,109810,60
06.10.2020,16:59:00,108959,114685,107904,113199,36
06.10.2020,17:00:00,110124,115093,107903,107972,23
06.10.2020,17:01:00,111529,115184,108083,108799,40
06.10.2020,17:02:00,108590,114931,108157,111551,52
06.10.2020,17:03:00,113774,115141,107941,110169,23
06.10.2020,17:04:00,114816,115263,108102,113233,6
06.10.2020,17:05:00,114622,115061,108007,114206,26
06.10.2020,17:06:00,115268,115294,108054,111706,13
06.10.2020,17:08:00,109475,115197,108185,111195,34
06.10.2020,17:09:00,112424,115285,108004,111444,26
06.10.2020,17:10:00,109901,115202,108027,115202,14
06.10.2020,17:11:00,110829,115138,107903,112318,74
06.10.2020,17:12:00,108268,115158,107909,109979,79
06.10.2020,17:13:00,108253,115222,107924,110326,12
06.10.2020,17:14:00,109454,115260,107917,114726,96
06.10.2020,17:15:00,109977,115262,107930,108003,80
06.10.2020,17:16:00,109164,115258,107983,109091,48
06.10.2020,17:17:00,115053,115296,108001,113311,7
06.10.2020,17:18:00,111399,115265,108031,108183,37
06.10.2020,17:19:00,109105,115228,108321,111412,4
06.10.2020,17:20:00,108777,115211,107934,112369,74
06.10.2020,17:21:00,110588,115274,108232,111246,73
06.10.2020,17:22:00,111486,115288,108003,115027,67
06.10.2020,17:23:00,110510,115223,108103,114550,12
06.10.2020,17:24:00,109620,115108,108297,112301,12
06.10.2020,17:25:00,115194,115194,107931,111611,55
06.10.2020,17:26:00,113190,115184,107950,113293,15
06.10.2020,17:27:00,109151,115268,108019,108506,63
06.10.2020,17:28:00,114334,115291,107925,114272,82
06.10.2020,17:29:00,111441,115158,107986,111056,38
06.10.2020,17:30:00,110836,115175,107991,111195,76
06.10.2020,17:31:00,114764,115216,107904,110711,51
06.10.2020,17:32:00,114628,115292,107907,114597,41
06.10.2020,17:33:00,112329,115130,107988,109362,33
06.10.2020,17:34:00,114709,114997,107956,108864,80
06.10.2020,17:35:00,112515,115255,108120,113003,98
06.10.2020,17:36:00,113655,115228,107951,108616,14
06.10.2020,17:37:00,113630,115286,107911,108648,91
06.10.2020,17:38:00,108140,115219,108019,111076,2
06.10.2020,17:39:00,115040,115040,107914,110217,38
06.10.2020,17:40:00,110037,115137,108201,111032,39
06.10.2020,17:41:00,108804,115130,108009,113187,87
06.10.2020,17:42:00,108522,115060,107956,109212,80
06.10.2020,17:43:00,110647,115290,108009,109342,9
06.10.2020,17:44:00,111667,115107,107954,110809,98
06.10.2020,17:45:00,108906,115240,107987,110600,22
06.10.2020,17:46:00,111165,115202,108071,109242,89
06.10.2020,17:47:00,109800,115252,107929,113421,22
06.10.2020,17:48:00,112036,115222,107957,109609,2
06.10.2020,17:49:00,108190,115164,107990,115164,5
06.10.2020,17:50:00,110928,115087,107983,111812,27
06.10.2020,17:51:00,114166,115201,108089,114670,79
06.10.2020,17:52:00,109941,115031,107979,110768,36
06.10.2020,17:53:00,113920,115269,107985,112102,46
06.10.2020,17:54:00,111746,115204,108074,108548,60
06.10.2020,17:55:00,108624,115104,107973,110769,97
06.10.2020,17:56:00,111992,115244,108239,109314,48
06.10.2020,17:57:00,110261,115286,107940,111943,34
06.10.2020,17:58:00,110754,115208,108106,114544,22
06.10.2020,17:59:00,113242,115258,107956,109711,62
06.10.2020,18:00:00,108512,115241,107961,109476,75
06.10.2020,18:01:00,108055,115279,107907,113298,79
06.10.2020,18:02:00,114036,115062,108031,113638,69
06.10.2020,18:03:00,111278,115262,108302,112536,96
06.10.2020,18:04:00,114843,115237,108011,112429,69
06.10.2020,18:05:00,109725,115234,107910,108990,8
06.10.2020,18:06:00,110342,115216,107976,113464,48
06.10.2020,18:07:00,108779,115275,108028,108477,66
06.10.2020,18:08:00,114469,115102,108265,111147,86
06.10.2020,18:09:00,111617,115297,107958,115276,37
06.10.2020,18:10:00,111482,115199,108093,111210,21
06.10.2020,18:11:00,111674,115262,107970,114503,69
06.10.2020,18:12:00,112960,115136,108375,112124,73
06.10.2020,18:14:00,115092,115092,108158,110416,81
06.10.2020,18:15:00,113989,115254,108027,110179,14
06.10.2020,18:16:00,112349,115253,107943,113850,40
06.10.2020,18:17:00,113982,115076,107979,110503,84
06.10.2020,18:18:00,110073,114781,107909,113186,89
06.10.2020,18:19:00,112870,115235,108110,112810,57
06.10.2020,18:20:00,108341,115257,107992,109079,56
06.10.2020,18:21:00,114872,115255,107910,111659,39
06.10.2020,18:22:00,111179,115063,107910,108098,89
06.10.2020,18:23:00,115194,115194,107906,115166,30
06.10.2020,18:24:00,112805,115080,107929,109273,47
06.10.2020,18:25:00,108688,115226,108150,110665,39
06.10.2020,18:26:00,114908,115056,108043,111742,34
06.10.2020,18:27:00,110424,115218,108044,110927,35
06.10.2020,18:28:00,108220,114968,107904,111218,15
06.10.2020,18:29:00,109516,115212,108072,110073,31
06.10.2020,18:30:00,111495,115260,108189,113885,43
06.10.2020,18:31:00,111644,115253,107944,108146,48
06.10.2020,18:32:00,112931,115064,107979,110171,9
06.10.2020,18:33:00,112814,114804,107975,108414,86
06.10.2020,18:34:00,108695,115105,107972,113289,31
06.10.2020,18:35:00,114453,115285,107937,110849,88
06.10.2020,18:36:00,112935,115071,107942,114631,49
06.10.2020,18:37:00,110277,115283,107951,108076,8
06.10.2020,18:38:00,111629,115102,108196,109507,72
06.10.2020,18:39:00,114752,115249,108220,108790,94
06.10.2020,18:40:00,110687,115248,107979,114174,73
06.10.2020,18:41:00,113804,115292,107909,114877,94
06.10.2020,18:42:00,115290,115290,107920,110216,14
06.10.2020,18:43:00,113636,115135,108056,108704,53
06.10.2020,18:44:00,108037,115124,108037,113739,43
06.10.2020,18:45:00,110989,115172,108071,110403,21
06.10.2020,18:46:00,109340,115095,108025,113173,60
06.10.2020,18:47:00,109805,115299,107932,112854,84
06.10.2020,18:48:00,113764,115297,108003,112405,2
06.10.2020,18:49:00,111466,115285,107901,107948,93
06.10.2020,18:50:00,111660,115183,108169,110528,23
06.10.2020,18:51:00,113076,115260,108022,112022,58
06.10.2020,18:52:00,114343,114946,108004,108905,13
06.10.2020,18:53:00,114873,114873,107942,111841,3
06.10.2020,18:54:00,113655,115070,107914,114908,46
06.10.2020,18:55:00,110043,114974,107996,113151,69
06.10.2020,18:56:00,111350,115282,107941,113038,50
06.10.2020,18:57:00,111979,115252,107926,115158,22
06.10.2020,18:58:00,111648,115211,108109,114275,25
06.10.2020,18:59:00,109156,115198,107922,111342,6
06.10.2020,19:00:00,109198,115297,107954,110618,67
06.10.2020,19:01:00,112712,115218,108091,110930,13
06.10.2020,19:02:00,109579,115177,108021,112754,84
06.10.2020,19:03:00,109390,115285,107941,108313,28
06.10.2020,19:04:00,113693,115258,107917,110221,22
06.10.2020,19:05:00,115255,115255,107901,113220,4
06.10.2020,19:06:00,113168,115154,108281,109728,73
06.10.2020,19:07:00,109219,115222,108018,109923,86
06.10.2020,19:08:00,112074,115281,108662,112015,38
06.10.2020,19:09:00,109438,115297,108236,114762,76
06.10.2020,19:10:00,113415,114795,107917,112679,47
06.10.2020,19:11:00,111223,115225,108100,111342,11
06.10.2020,19:12:00,111805,115127,108185,108492,93
06.10.2020,19:13:00,111356,115283,108230,108903,35
06.10.2020,19:14:00,113124,115234,108052,111171,65
06.10.2020,19:15:00,113821,115180,107971,107971,81
06.10.2020,19:16:00,108097,115152,108097,114367,4
06.10.2020,19:17:00,109898,115146,107929,110113,70
06.10.2020,19:18:00,108153,115295,107992,108540,14
06.10.2020,19:19:00,112981,115099,107910,108579,78
06.10.2020,19:20:00,114667,115036,107993,110419,20
06.10.2020,19:21:00,109838,115190,108377,113214,21
06.10.2020,19:22:00,112699,115133,108018,110551,16
06.10.2020,19:23:00,111892,115242,107946,111327,81
06.10.2020,19:24:00,109567,115274,107978,111714,8
06.10.2020,19:25:00,108157,115055,107961,112970,92
06.10.2020,19:26:00,110523,115239,107994,109818,96
06.10.2020,19:27:00,111983,115267,107994,112886,35
06.10.2020,19:28:00,114701,114830,108004,109119,27
06.10.2020,19:29:00,112359,115235,108011,113401,25
06.10.2020,19:30:00,114583,115299,107907,114038,45
06.10.2020,19:31:00,111879,115269,107955,110205,19
06.10.2020,19:32:00,111586,115095,107949,109056,5
06.10.2020,19:33:00,108589,114689,107958,113754,4
06.10.2020,19:34:00,111392,115274,107987,108133,10
06.10.2020,19:35:00,108924,115196,107932,112915,24
06.10.2020,19:36:00,112695,115168,107992,113713,7
06.10.2020,19:37:00,115210,115210,108109,108109,11
06.10.2020,19:38:00,111370,115046,107983,112830,54
06.10.2020,19:39:00,110048,115040,107934,107934,58
06.10.2020,19:40:00,111396,115208,107910,115177,72
06.10.2020,19:41:00,110399,115285,108132,108337,36
06.10.2020,19:42:00,108297,115149,107940,108268,36
06.10.2020,19:43:00,108269,115120,108175,115120,5
06.10.2020,19:44:00,114732,115267,108001,109468,60
06.10.2020,19:45:00,110503,115297,107991,114859,87
06.10.2020,19:46:00,113224,115254,108153,110878,3
06.10.2020,19:47:00,111568,115279,108011,110728,3
06.10.2020,19:48:00,108199,115249,107922,111133,17
06.10.2020,19:49:00,110031,115121,107965,113209,76
06.10.2020,19:50:00,109617,115252,108012,110265,59
06.10.2020,19:51:00,113749,115151,107942,111180,70
06.10.2020,19:52:00,112670,115188,108026,110074,30
06.10.2020,19:53:00,114918,115260,108078,108634,35
06.10.2020,19:54:00,112287,115206,108066,109011,9
06.10.2020,19:55:00,108358,115292,108275,110703,14
06.10.2020,19:56:00,109684,115090,107913,107913,80
06.10.2020,19:57:00,109111,115138,107923,108323,44
06.10.2020,19:58:00,114543,115210,108095,109984,43
06.10.2020,19:59:00,114582,115238,107904,112850,40
06.10.2020,20:00:00,113604,115122,107989,111920,7
07.10.2020,10:00:00,112656,115077,107908,111900,46
07.10.2020,10:01:00,113706,115277,108229,115277,84
07.10.2020,10:02:00,113456,115186,107910,112257,98
07.10.2020,10:03:00,109759,115101,107907,114984,7
07.10.2020,10:04:00,112568,115142,108280,110669,12
07.10.2020,10:05:00,112354,115124,107930,108237,31
07.10.2020,10:06:00,112742,115012,108007,110069,1
07.10.2020,10:07:00,114358,115071,107903,109022,17
07.10.2020,10:08:00,114263,115250,107941,113831,6
07.10.2020,10:09:00,114459,115261,107924,111998,41
07.10.2020,10:10:00,109507,115179,108056,112418,14
07.10.2020,10:11:00,114282,115094,107909,113647,74
07.10.2020,10:12:00,108554,115188,107957,114477,94
07.10.2020,10:13:00,110768,115194,108190,108563,14
07.10.2020,10:14:00,113961,115296,108328,114759,19
07.10.2020,10:15:00,111271,115189,108054,113803,37
07.10.2020,10:16:00,113086,115226,107933,112149,81
07.10.2020,10:17:00,111134,115265,107981,114374,16
07.10.2020,10:18:00,110627,115244,108007,111202,90
07.10.2020,10:19:00,114339,115034,108129,108745,8
07.10.2020,10:20:00,110206,115293,108214,111029,88
07.10.2020,10:21:00,112458,115279,107990,112537,36
07.10.2020,10:23:00,111756,115277,108049,108528,17
07.10.2020,10:24:00,109057,115295,107934,110677,50
